GPS Location:,Unlocked
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),40.765671,AUTO
Start Frequency,1
Stop Frequency,1000000
Frequency Offset,0
Average Type,Log Pwr
RBW,10,MAN
VBW,10,AUTO
Sweep Type,Continuous
Speed,Fast
Sweep Mode,AUTO
PreAmp State,OFF
Ref Level,-20
Attenuation,10
Ref Level Offset,0
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,0
Trigger Slope,RISE
Trigger Delay,0,OFF
Ampt Correction,OFF
Antenna Unit,OFF
Correction1,OFF
Correction2,OFF
Correction3,OFF
Correction4,OFF
Correction5,OFF
Trace Math,Off
Trace Math By,Log Pwr
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1
Average Count,100
Trace Type,ClearWrite
Detector,Avarage
Trace Data
1,-87.0489044189453
2174.91086956522,-89.3538055419922
4348.82173913044,-91.6305160522461
6522.73260869565,-94.6440048217773
8696.64347826087,-96.0267333984375
10870.5543478261,-96.2943496704102
13044.4652173913,-95.8548431396484
15218.3760869565,-95.3214340209961
17392.2869565217,-94.737419128418
19566.197826087,-95.2839889526367
21740.1086956522,-95.7361526489258
23914.0195652174,-95.2945022583008
26087.9304347826,-96.0966339111328
28261.8413043478,-96.2808837890625
30435.752173913,-97.102180480957
32609.6630434783,-96.5037307739258
34783.5739130435,-97.0120315551758
36957.4847826087,-97.7570495605469
39131.3956521739,-97.613037109375
41305.3065217391,-97.2158889770508
43479.2173913044,-97.2697525024414
45653.1282608696,-98.0990219116211
47827.0391304348,-98.5108947753906
50000.95,-98.6292724609375
52174.8608695652,-99.4057922363281
54348.7717391304,-99.1758575439453
56522.6826086957,-99.9971694946289
58696.5934782609,-99.8097305297852
60870.5043478261,-100.290985107422
63044.4152173913,-100.563041687012
65218.3260869565,-100.170394897461
67392.2369565218,-101.213043212891
69566.147826087,-100.477531433105
71740.0586956522,-101.377487182617
73913.9695652174,-100.792831420898
76087.8804347826,-101.011581420898
78261.7913043478,-101.524940490723
80435.702173913,-102.054695129395
82609.6130434783,-101.399688720703
84783.5239130435,-102.995590209961
86957.4347826087,-101.872840881348
89131.3456521739,-101.699554443359
91305.2565217391,-102.865898132324
93479.1673913044,-103.211364746094
95653.0782608696,-103.145126342773
97826.9891304348,-102.973426818848
100000.9,-103.31697845459
102174.810869565,-103.393493652344
104348.72173913,-104.510780334473
106522.632608696,-104.488395690918
108696.543478261,-104.837440490723
110870.454347826,-104.607368469238
113044.365217391,-104.090324401855
115218.276086957,-104.361595153809
117392.186956522,-103.979209899902
119566.097826087,-105.616912841797
121740.008695652,-104.617378234863
123913.919565217,-105.868682861328
126087.830434783,-104.69758605957
128261.741304348,-105.322494506836
130435.652173913,-105.576309204102
132609.563043478,-105.973350524902
134783.473913044,-105.95923614502
136957.384782609,-106.44255065918
139131.295652174,-106.991119384766
141305.206521739,-106.626014709473
143479.117391304,-106.6611328125
145653.02826087,-106.041580200195
147826.939130435,-105.815536499023
150000.85,-106.790084838867
152174.760869565,-107.352203369141
154348.67173913,-107.34139251709
156522.582608696,-106.661582946777
158696.493478261,-107.006225585938
160870.404347826,-107.411552429199
163044.315217391,-108.029388427734
165218.226086957,-108.257369995117
167392.136956522,-107.204574584961
169566.047826087,-107.204254150391
171739.958695652,-108.115592956543
173913.869565217,-107.602020263672
176087.780434783,-107.875663757324
178261.691304348,-107.65047454834
180435.602173913,-108.425720214844
182609.513043478,-108.1220703125
184783.423913043,-108.753814697266
186957.334782609,-108.278457641602
189131.245652174,-108.868156433105
191305.156521739,-108.390678405762
193479.067391304,-109.031074523926
195652.97826087,-108.919486999512
197826.889130435,-108.55150604248
200000.8,-109.222694396973
202174.710869565,-108.564422607422
204348.62173913,-109.232696533203
206522.532608696,-109.864669799805
208696.443478261,-108.815010070801
210870.354347826,-109.632675170898
213044.265217391,-109.354988098145
215218.176086957,-108.54035949707
217392.086956522,-109.975738525391
219565.997826087,-109.487579345703
221739.908695652,-110.01390838623
223913.819565217,-110.693359375
226087.730434783,-110.323776245117
228261.641304348,-109.901794433594
230435.552173913,-110.014450073242
232609.463043478,-110.832939147949
234783.373913043,-110.305335998535
236957.284782609,-110.170150756836
239131.195652174,-110.3076171875
241305.106521739,-111.26163482666
243479.017391304,-110.389633178711
245652.92826087,-109.824531555176
247826.839130435,-110.601760864258
250000.75,-111.938858032227
252174.660869565,-109.91658782959
254348.57173913,-110.348922729492
256522.482608696,-111.072868347168
258696.393478261,-110.542198181152
260870.304347826,-111.080039978027
263044.215217391,-111.511405944824
265218.126086957,-111.797966003418
267392.036956522,-111.851531982422
269565.947826087,-111.068046569824
271739.858695652,-111.18871307373
273913.769565217,-111.720062255859
276087.680434783,-111.848609924316
278261.591304348,-111.406036376953
280435.502173913,-112.42951965332
282609.413043478,-112.071838378906
284783.323913043,-112.191566467285
286957.234782609,-111.762794494629
289131.145652174,-112.007057189941
291305.056521739,-112.565162658691
293478.967391304,-112.153923034668
295652.87826087,-111.583915710449
297826.789130435,-112.008712768555
300000.7,-112.219055175781
302174.610869565,-112.591522216797
304348.52173913,-112.148490905762
306522.432608696,-113.399398803711
308696.343478261,-112.939292907715
310870.254347826,-113.331367492676
313044.165217391,-113.487121582031
315218.076086957,-112.35514831543
317391.986956522,-112.748092651367
319565.897826087,-112.615783691406
321739.808695652,-112.777954101563
323913.719565217,-112.484954833984
326087.630434783,-113.595008850098
328261.541304348,-113.015800476074
330435.452173913,-113.138984680176
332609.363043478,-112.859046936035
334783.273913043,-112.603889465332
336957.184782609,-113.110061645508
339131.095652174,-113.228096008301
341305.006521739,-113.257225036621
343478.917391304,-113.507202148438
345652.82826087,-113.20133972168
347826.739130435,-113.939979553223
350000.65,-113.10179901123
352174.560869565,-112.501480102539
354348.47173913,-112.586395263672
356522.382608696,-113.308853149414
358696.293478261,-113.307968139648
360870.204347826,-113.477378845215
363044.115217391,-113.374366760254
365218.026086957,-114.703010559082
367391.936956522,-113.97061920166
369565.847826087,-114.4755859375
371739.758695652,-114.585899353027
373913.669565217,-114.662994384766
376087.580434783,-113.891273498535
378261.491304348,-114.371162414551
380435.402173913,-114.576622009277
382609.313043478,-113.931938171387
384783.223913044,-114.066596984863
386957.134782609,-113.894859313965
389131.045652174,-114.634216308594
391304.956521739,-114.42748260498
393478.867391304,-114.269714355469
395652.77826087,-114.518714904785
397826.689130435,-114.717483520508
400000.6,-114.076347351074
402174.510869565,-114.759414672852
404348.42173913,-114.984931945801
406522.332608696,-115.09765625
408696.243478261,-115.010559082031
410870.154347826,-114.366912841797
413044.065217391,-113.896286010742
415217.976086957,-115.554840087891
417391.886956522,-115.325088500977
419565.797826087,-114.636009216309
421739.708695652,-115.036666870117
423913.619565217,-115.305725097656
426087.530434783,-114.778381347656
428261.441304348,-114.881469726563
430435.352173913,-115.124328613281
432609.263043478,-115.486335754395
434783.173913044,-115.33430480957
436957.084782609,-114.981582641602
439130.995652174,-115.21125793457
441304.906521739,-115.32657623291
443478.817391304,-114.803009033203
445652.72826087,-115.125885009766
447826.639130435,-115.241928100586
450000.55,-114.979476928711
452174.460869565,-115.741218566895
454348.37173913,-115.660537719727
456522.282608696,-116.008125305176
458696.193478261,-115.607215881348
460870.104347826,-115.863479614258
463044.015217391,-115.30615234375
465217.926086957,-115.366577148438
467391.836956522,-115.576904296875
469565.747826087,-115.522621154785
471739.658695652,-115.820381164551
473913.569565217,-114.953887939453
476087.480434783,-115.331344604492
478261.391304348,-115.928092956543
480435.302173913,-115.615295410156
482609.213043478,-115.58903503418
484783.123913044,-116.350616455078
486957.034782609,-115.909210205078
489130.945652174,-115.803421020508
491304.856521739,-115.5556640625
493478.767391304,-115.789619445801
495652.67826087,-115.733757019043
497826.589130435,-116.35440826416
500000.5,-115.697830200195
502174.410869565,-116.029167175293
504348.32173913,-116.616539001465
506522.232608696,-115.32413482666
508696.143478261,-116.16064453125
510870.054347826,-115.972999572754
513043.965217391,-115.627395629883
515217.876086957,-116.407012939453
517391.786956522,-116.131820678711
519565.697826087,-116.201446533203
521739.608695652,-115.850494384766
523913.519565217,-116.674377441406
526087.430434783,-116.323654174805
528261.341304348,-116.666374206543
530435.252173913,-117.380165100098
532609.163043478,-116.737518310547
534783.073913043,-116.06127166748
536956.984782609,-116.927757263184
539130.895652174,-115.707008361816
541304.806521739,-116.181106567383
543478.717391304,-116.305603027344
545652.62826087,-117.074066162109
547826.539130435,-116.837898254395
550000.45,-116.287605285645
552174.360869565,-116.430229187012
554348.27173913,-116.874290466309
556522.182608696,-116.574897766113
558696.093478261,-116.791320800781
560870.004347826,-116.380584716797
563043.915217391,-115.639801025391
565217.826086957,-116.357460021973
567391.736956522,-116.771522521973
569565.647826087,-116.207801818848
571739.558695652,-116.893836975098
573913.469565217,-117.280517578125
576087.380434783,-115.854331970215
578261.291304348,-117.44221496582
580435.202173913,-117.285591125488
582609.113043478,-117.205352783203
584783.023913044,-117.293159484863
586956.934782609,-116.90754699707
589130.845652174,-116.597450256348
591304.756521739,-116.176475524902
593478.667391304,-116.27579498291
595652.57826087,-116.432189941406
597826.489130435,-116.733543395996
600000.4,-117.293128967285
602174.310869565,-116.55933380127
604348.22173913,-117.511123657227
606522.132608696,-118.02710723877
608696.043478261,-117.138458251953
610869.954347826,-117.290855407715
613043.865217391,-117.610694885254
615217.776086957,-116.915229797363
617391.686956522,-117.364723205566
619565.597826087,-117.241813659668
621739.508695652,-117.179908752441
623913.419565217,-116.80451965332
626087.330434783,-117.447158813477
628261.241304348,-117.726669311523
630435.152173913,-117.052696228027
632609.063043478,-118.06022644043
634782.973913044,-117.557640075684
636956.884782609,-117.33097076416
639130.795652174,-116.84317779541
641304.706521739,-117.35888671875
643478.617391304,-117.578910827637
645652.52826087,-116.992774963379
647826.439130435,-117.90364074707
650000.35,-117.65608215332
652174.260869565,-117.650886535645
654348.171739131,-117.705841064453
656522.082608696,-117.849800109863
658695.993478261,-118.339492797852
660869.904347826,-117.666137695313
663043.815217391,-118.09188079834
665217.726086957,-117.91870880127
667391.636956522,-118.001075744629
669565.547826087,-117.755401611328
671739.458695652,-117.587493896484
673913.369565217,-117.599197387695
676087.280434783,-117.403511047363
678261.191304348,-118.520889282227
680435.102173913,-117.697219848633
682609.013043478,-117.853088378906
684782.923913044,-117.962844848633
686956.834782609,-117.935424804688
689130.745652174,-118.059295654297
691304.656521739,-118.64315032959
693478.567391304,-117.812240600586
695652.47826087,-118.059799194336
697826.389130435,-118.965621948242
700000.3,-118.051338195801
702174.210869565,-118.109596252441
704348.12173913,-118.529434204102
706522.032608696,-118.696411132813
708695.943478261,-118.158126831055
710869.854347826,-118.931053161621
713043.765217391,-118.85139465332
715217.676086957,-118.320533752441
717391.586956522,-118.523063659668
719565.497826087,-118.699562072754
721739.408695652,-118.042823791504
723913.319565217,-117.864250183105
726087.230434783,-118.948028564453
728261.141304348,-118.724212646484
730435.052173913,-118.10750579834
732608.963043478,-118.732261657715
734782.873913044,-118.532279968262
736956.784782609,-118.853630065918
739130.695652174,-119.041168212891
741304.606521739,-118.684020996094
743478.517391304,-119.186408996582
745652.42826087,-119.13028717041
747826.339130435,-118.377143859863
750000.25,-118.766204833984
752174.160869565,-119.019554138184
754348.071739131,-119.298919677734
756521.982608696,-119.038803100586
758695.893478261,-119.604644775391
760869.804347826,-118.622947692871
763043.715217391,-118.715881347656
765217.626086957,-118.882965087891
767391.536956522,-119.177947998047
769565.447826087,-119.396751403809
771739.358695652,-118.742012023926
773913.269565217,-119.234680175781
776087.180434783,-119.178802490234
778261.091304348,-119.426277160645
780435.002173913,-119.268951416016
782608.913043478,-119.16487121582
784782.823913044,-119.345474243164
786956.734782609,-118.642623901367
789130.645652174,-119.052742004395
791304.556521739,-119.552230834961
793478.467391304,-119.547744750977
795652.37826087,-119.182723999023
797826.289130435,-119.440383911133
800000.2,-119.153648376465
802174.110869565,-119.269424438477
804348.02173913,-119.824813842773
806521.932608696,-119.716278076172
808695.843478261,-119.152328491211
810869.754347826,-119.529960632324
813043.665217391,-119.675102233887
815217.576086957,-118.839202880859
817391.486956522,-119.73616027832
819565.397826087,-120.005294799805
821739.308695652,-120.037818908691
823913.219565217,-120.01872253418
826087.130434783,-119.101371765137
828261.041304348,-119.797721862793
830434.952173913,-119.021301269531
832608.863043478,-119.772750854492
834782.773913044,-119.11116027832
836956.684782609,-119.31958770752
839130.595652174,-119.648513793945
841304.506521739,-119.8349609375
843478.417391304,-119.973068237305
845652.32826087,-119.04557800293
847826.239130435,-120.104026794434
850000.15,-119.840751647949
852174.060869565,-119.65397644043
854347.971739131,-120.188598632813
856521.882608696,-119.451789855957
858695.793478261,-120.017082214355
860869.704347826,-119.392730712891
863043.615217391,-120.185577392578
865217.526086957,-119.995407104492
867391.436956522,-120.616844177246
869565.347826087,-120.040100097656
871739.258695652,-120.706314086914
873913.169565217,-120.084266662598
876087.080434783,-120.821907043457
878260.991304348,-120.317169189453
880434.902173913,-120.132369995117
882608.813043478,-119.940567016602
884782.723913044,-120.103240966797
886956.634782609,-120.266410827637
889130.545652174,-119.944717407227
891304.456521739,-121.554946899414
893478.367391304,-120.619194030762
895652.27826087,-120.346755981445
897826.189130435,-120.033744812012
900000.1,-119.978584289551
902174.010869565,-120.666351318359
904347.921739131,-120.560745239258
906521.832608696,-120.475074768066
908695.743478261,-121.115371704102
910869.654347826,-120.650741577148
913043.565217391,-119.818878173828
915217.476086957,-120.449722290039
917391.386956522,-120.250480651855
919565.297826087,-120.603958129883
921739.208695652,-121.156768798828
923913.119565218,-121.085861206055
926087.030434783,-120.604438781738
928260.941304348,-119.83317565918
930434.852173913,-120.980293273926
932608.763043478,-120.706604003906
934782.673913044,-120.507026672363
936956.584782609,-120.654281616211
939130.495652174,-120.676643371582
941304.406521739,-120.774291992188
943478.317391304,-121.157768249512
945652.22826087,-121.05313873291
947826.139130435,-121.446617126465
950000.05,-120.898536682129
952173.960869565,-120.375541687012
954347.87173913,-121.508514404297
956521.782608696,-120.666465759277
958695.693478261,-121.033210754395
960869.604347826,-121.471099853516
963043.515217391,-121.678466796875
965217.426086957,-120.714004516602
967391.336956522,-120.586578369141
969565.247826087,-120.310050964355
971739.158695652,-120.926399230957
973913.069565217,-121.52759552002
976086.980434783,-121.306396484375
978260.891304348,-121.453994750977
980434.802173913,-121.005920410156
982608.713043478,-120.602836608887
984782.623913044,-121.080230712891
986956.534782609,-120.402015686035
989130.445652174,-120.64151763916
991304.356521739,-120.437873840332
993478.267391304,-121.401802062988
995652.17826087,-121.165908813477
997826.089130435,-121.464813232422
1000000,-121.024612426758
